satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1,1,43,1,0,447,4,4,5,2,2,5,2,2,4,5,5,5,4,2,0,0.0
0,1,45,1,0,1740,1,2,1,3,1,1,1,1,4,3,4,1,3,1,0,0.0
0,1,26,1,0,2034,1,2,1,3,5,1,3,5,1,1,4,2,4,5,4,9.0
1,1,34,1,1,1288,4,4,5,2,3,5,3,3,3,2,4,5,4,3,0,0.0
1,1,54,1,0,396,4,4,5,3,5,5,5,5,4,3,4,4,5,5,13,3.0
1,1,57,1,1,403,4,4,5,3,3,5,3,3,4,3,5,3,4,3,0,0.0
0,1,20,1,0,2063,1,2,1,3,3,1,3,3,2,3,3,3,3,3,85,75.0
0,1,9,1,0,1581,1,2,1,3,4,1,4,4,4,5,2,2,3,4,1,0.0
1,1,12,1,0,1508,4,4,5,4,1,5,4,1,5,2,4,3,5,1,2,23.0
0,1,24,1,0,1890,1,2,1,3,5,1,5,5,3,3,3,4,4,5,40,37.0
1,1,10,1,0,1512,4,4,5,4,5,5,5,5,4,3,4,1,4,5,0,0.0
0,1,35,1,0,1730,1,2,1,3,3,1,1,3,1,4,2,2,2,3,0,0.0
0,1,47,1,0,1938,1,2,1,3,5,1,5,5,1,2,4,3,4,5,0,0.0
0,1,39,1,0,1533,1,2,1,3,3,1,3,3,3,3,4,2,4,3,0,0.0
0,1,16,1,1,1724,1,2,1,3,1,1,1,1,3,1,3,2,2,1,0,0.0
1,1,15,1,0,1991,4,5,0,1,2,0,5,2,3,4,4,4,5,2,14,12.0
1,1,35,1,0,1370,4,5,0,3,4,5,5,3,3,0,3,5,3,3,0,3.0
1,1,10,1,0,1878,4,5,0,4,2,0,2,2,1,4,4,2,3,2,0,0.0
0,1,46,1,0,1778,1,2,1,3,2,1,2,2,2,3,3,4,3,2,6,0.0
1,1,39,1,0,2188,4,5,0,5,2,2,2,4,4,0,4,2,4,3,0,0.0
0,1,32,1,2,1689,1,2,1,3,3,1,3,3,4,4,4,3,4,3,0,0.0
1,1,55,1,0,356,4,5,1,4,3,4,3,4,4,1,4,2,4,5,0,0.0
0,1,9,1,1,1692,1,2,1,3,5,1,5,5,4,3,3,2,3,5,0,0.0
1,1,11,1,0,968,4,5,2,2,4,5,5,5,5,2,5,3,5,5,18,13.0
1,1,18,1,1,1957,4,5,2,3,5,2,5,5,1,1,4,1,1,5,0,6.0
0,1,34,1,0,1254,1,2,1,3,1,1,5,1,2,1,2,2,2,1,15,0.0
0,1,38,1,0,2084,1,2,1,3,4,1,1,4,4,2,4,2,4,4,0,0.0
1,1,13,1,0,1467,4,5,3,1,1,3,1,1,5,3,5,4,4,1,0,0.0
1,1,66,1,0,332,4,5,3,1,3,3,2,3,3,5,5,5,4,3,0,0.0
0,1,68,1,0,1845,1,2,1,3,3,1,3,3,1,1,4,4,3,3,0,0.0
1,1,21,1,0,2131,4,5,3,3,4,5,4,3,3,3,5,4,3,4,0,0.0
0,1,10,1,0,2092,1,2,1,3,4,1,4,4,4,3,3,4,4,4,2,10.0
0,1,37,1,0,1138,1,2,1,3,4,1,4,4,1,2,4,2,4,4,0,0.0
0,1,35,1,1,1853,1,2,1,3,4,1,4,4,2,2,3,4,4,4,5,18.0
0,1,43,1,0,2083,1,2,1,3,1,1,2,1,1,4,4,4,4,1,0,0.0
0,1,27,1,0,2082,1,2,1,3,3,1,1,3,4,5,2,4,2,3,11,5.0
0,1,21,1,1,1929,1,2,1,3,1,1,1,1,1,2,2,1,3,1,0,0.0
0,1,26,1,0,1474,1,2,1,3,4,1,4,4,2,2,3,2,2,4,0,0.0
1,1,44,1,0,297,4,5,3,4,3,1,2,5,5,3,5,3,5,2,0,0.0
1,1,19,1,0,1952,4,5,3,5,4,3,4,4,3,5,5,5,4,4,0,0.0
0,1,16,1,0,1945,1,2,1,3,3,1,3,3,1,1,4,2,3,3,0,0.0
0,1,7,1,0,2187,1,2,1,3,2,1,2,2,2,4,4,3,4,2,122,118.0
1,1,47,1,0,309,4,5,3,5,3,4,4,2,2,3,1,4,2,5,0,0.0
0,1,30,1,2,1618,1,2,1,3,2,1,2,2,3,5,4,3,3,2,23,37.0
0,1,50,1,0,1252,1,2,1,3,5,1,5,5,3,4,4,1,3,5,0,4.0
1,1,41,1,1,284,4,5,4,1,3,4,3,3,5,4,3,4,4,3,0,0.0
0,1,32,1,0,1375,1,2,1,3,3,1,3,3,3,4,3,4,3,3,6,40.0
1,1,59,1,0,282,4,5,4,1,1,4,1,1,3,1,3,2,5,1,0,0.0
0,1,67,1,0,1785,1,2,1,3,4,1,3,4,2,3,4,4,4,4,74,91.0
0,1,14,1,0,1853,1,2,1,3,4,1,4,4,1,2,2,1,2,4,0,0.0
1,1,38,1,0,1643,4,5,4,1,3,4,5,3,3,4,3,5,3,4,0,39.0
0,1,60,1,0,1269,1,2,1,3,4,1,5,4,2,4,3,2,2,4,43,42.0
1,1,29,1,0,1103,4,5,4,1,4,4,4,4,5,4,3,5,5,4,0,0.0
0,1,48,1,2,254,1,2,1,3,2,3,3,4,4,1,4,4,4,3,2,5.0
1,1,63,1,1,248,4,5,4,1,2,4,2,2,3,3,5,4,5,2,0,0.0
0,1,10,1,0,1228,1,2,1,3,5,1,5,5,3,5,4,4,5,5,25,24.0
1,1,54,1,0,256,4,5,4,1,5,5,4,5,5,4,2,5,5,5,26,19.0
0,1,28,1,0,1128,1,2,1,3,5,1,5,5,1,5,2,4,2,5,59,54.0
1,1,65,1,0,217,4,5,4,1,4,3,4,4,4,4,4,4,4,2,0,0.0
0,1,39,1,1,1517,1,2,1,3,2,1,2,2,2,5,3,2,4,2,0,0.0
1,1,18,1,1,1261,4,5,4,1,4,4,4,4,5,3,4,5,4,4,1,0.0
0,1,70,1,0,1899,1,2,1,3,1,1,1,3,1,3,4,1,4,1,161,195.0
1,1,46,1,0,91,4,5,4,1,1,4,1,2,2,4,2,3,2,1,0,0.0
0,1,29,1,1,1434,1,2,1,3,3,1,4,3,3,3,3,3,3,3,19,23.0
1,1,59,1,0,64,4,5,4,1,3,4,4,3,3,4,4,3,3,5,0,0.0
1,1,65,1,1,81,4,5,4,1,3,4,3,3,3,3,4,3,5,3,3,27.0
1,1,48,1,0,201,4,5,4,1,5,4,5,5,3,5,4,5,5,5,0,3.0
0,1,47,1,0,1318,1,2,1,3,2,1,2,2,4,5,3,2,4,2,40,33.0
1,1,67,1,0,73,4,5,4,1,5,4,1,5,5,2,5,3,5,5,102,91.0
1,1,38,1,0,1392,4,5,4,1,5,4,5,3,3,4,3,4,3,5,0,0.0
1,1,9,1,0,1865,4,5,4,1,5,4,5,5,3,5,5,4,4,5,0,0.0
0,1,32,1,0,1280,1,2,1,3,3,1,4,3,4,4,3,1,4,3,0,9.0
1,1,45,1,0,79,4,5,4,1,4,4,4,4,3,4,4,5,4,4,0,13.0
0,1,20,1,0,934,1,2,1,3,5,1,5,5,4,1,2,4,2,5,0,0.0
0,1,64,1,0,1684,1,2,1,3,2,1,2,2,3,1,3,4,4,2,0,0.0
0,1,14,1,0,1257,1,2,1,3,3,1,3,3,3,2,3,2,3,3,0,0.0
0,1,40,1,1,1892,1,2,1,3,1,2,3,1,1,2,3,3,3,3,127,148.0
1,1,20,1,0,1873,4,5,4,1,2,4,2,2,3,3,4,3,5,2,0,0.0
0,1,68,1,1,1791,1,2,1,3,3,1,3,3,4,5,3,4,4,3,0,0.0
1,1,26,1,2,1229,4,5,4,1,3,4,5,3,4,5,5,3,5,3,0,0.0
0,1,34,1,0,1162,1,2,1,3,2,1,3,2,3,1,3,2,2,2,0,3.0
0,1,40,1,0,1914,1,2,1,3,4,1,4,4,4,4,3,1,3,4,0,0.0
1,1,61,1,0,2637,4,5,4,1,4,4,4,4,3,2,4,5,4,4,0,9.0
1,1,19,1,0,3540,4,5,4,1,5,3,5,5,5,4,5,4,5,2,0,5.0
1,1,30,1,0,3560,4,5,4,1,3,4,3,3,1,3,2,5,1,3,0,16.0
1,1,31,1,0,4006,4,5,4,1,2,4,2,2,1,3,1,1,3,2,6,90.0
0,1,15,1,0,4350,1,2,1,4,3,1,2,3,2,1,3,1,4,3,0,0.0
0,1,9,1,1,3583,1,2,1,4,1,2,2,3,4,3,3,2,4,2,36,6.0
0,1,50,1,0,3363,1,2,1,4,1,4,4,2,2,3,3,4,2,4,0,0.0
0,1,55,1,0,3761,1,2,1,4,1,2,2,3,2,3,4,2,3,2,0,3.0
0,1,54,1,0,3973,1,2,1,4,4,1,4,4,4,5,4,1,3,4,42,25.0
1,1,53,1,1,2306,4,5,4,1,3,5,5,5,5,4,5,3,5,3,3,0.0
1,1,19,1,0,2914,4,5,4,1,1,4,1,1,4,5,4,4,4,1,7,14.0
1,1,29,1,0,3262,4,5,4,1,4,4,4,1,1,4,1,4,1,5,2,0.0
0,1,43,1,0,3588,1,2,1,4,1,1,1,1,3,4,3,1,3,1,0,0.0
0,1,56,1,0,3679,1,2,1,4,4,1,4,4,1,3,4,1,4,4,4,0.0
1,1,56,1,0,2064,4,5,4,2,4,1,1,4,2,3,4,1,5,1,7,3.0
1,1,12,1,0,2929,4,5,4,2,2,1,5,2,2,4,2,4,2,2,4,0.0
0,1,29,1,0,3564,1,2,1,4,5,1,5,5,3,4,3,4,4,5,0,0.0
0,1,36,1,0,3714,1,2,1,4,3,1,3,3,1,2,2,2,4,3,3,0.0
1,1,41,1,1,1800,4,5,4,2,4,4,1,4,5,2,5,4,5,4,0,11.0
1,1,37,1,0,3054,4,5,4,2,2,4,2,2,3,2,4,3,5,2,0,0.0
0,1,54,1,0,2880,1,2,1,4,5,1,5,5,2,3,4,3,4,5,2,0.0
0,1,42,1,0,2637,1,2,1,4,3,1,3,3,4,2,4,2,4,3,0,0.0
1,1,47,1,0,1776,4,5,4,2,1,4,1,1,5,2,4,5,4,1,8,6.0
1,1,51,1,0,1631,4,5,4,2,4,4,5,2,2,4,2,4,2,4,0,0.0
1,1,48,1,0,1585,4,5,4,2,4,4,5,1,1,4,1,3,1,5,0,0.0
1,1,46,1,0,1523,4,5,4,2,5,4,5,5,4,3,5,3,4,5,70,63.0
0,1,17,1,0,2598,1,2,1,4,4,1,4,4,4,2,3,3,4,4,39,18.0
0,1,54,1,0,3288,1,2,1,4,1,4,4,4,5,3,3,4,1,4,162,156.0
0,1,11,1,0,2316,1,2,1,4,4,1,4,4,3,1,4,3,3,4,0,0.0
0,1,40,1,0,2259,1,2,1,4,3,1,3,3,2,2,4,3,4,3,0,0.0
0,1,19,1,0,2715,1,2,1,4,2,1,2,2,1,1,3,1,4,2,0,0.0
0,1,11,1,0,3085,1,2,1,4,3,1,3,3,4,2,3,2,4,3,0,0.0
0,1,68,1,1,2918,1,2,1,4,1,1,3,1,3,3,4,4,3,1,0,0.0
0,1,21,1,0,2398,1,2,1,4,4,1,4,4,3,5,3,1,4,4,7,0.0
0,1,66,1,0,2327,1,2,1,4,2,1,2,2,2,4,3,3,4,2,0,0.0
0,1,27,1,0,2258,1,2,1,4,1,1,1,1,2,2,4,3,3,1,0,0.0
0,1,20,1,0,3081,1,2,1,4,1,1,1,1,4,1,3,1,4,1,0,0.0
1,1,41,1,0,2211,4,5,4,2,4,4,4,4,3,3,5,4,5,4,5,23.0
1,1,35,1,0,2459,4,5,4,2,3,4,3,3,3,2,4,5,5,3,0,0.0
0,1,55,1,0,2770,1,2,1,4,3,1,3,3,3,1,2,4,4,3,0,3.0
0,1,30,1,2,2034,1,2,1,4,5,1,5,5,3,2,2,1,3,5,99,89.0
1,1,16,1,0,2687,4,5,4,2,2,4,2,2,5,2,4,4,4,2,7,0.0
0,1,51,1,0,2548,1,2,1,4,4,1,4,4,1,5,4,2,4,4,8,3.0
1,1,14,1,0,1877,4,5,4,2,3,4,3,3,5,2,4,3,5,3,47,62.0
1,1,45,1,0,1117,4,5,4,2,3,4,3,3,5,3,4,4,4,3,0,1.0
0,1,54,1,0,2048,1,2,1,4,1,1,1,1,1,2,3,4,4,1,0,0.0
0,1,32,1,0,2567,1,2,1,4,3,1,3,3,3,2,4,2,4,3,0,0.0
0,1,45,1,0,2269,1,2,1,4,3,1,3,3,1,2,3,1,4,3,18,15.0
0,1,42,1,0,2547,1,2,1,4,5,1,5,5,4,2,3,1,3,5,0,0.0
1,1,28,1,0,2861,4,5,4,2,3,5,5,3,3,4,3,4,3,5,39,64.0
0,1,22,1,0,2073,1,2,1,4,2,1,2,2,1,4,3,1,4,2,0,0.0
0,1,18,1,0,2197,1,2,1,4,5,1,5,5,5,4,5,4,5,5,0,0.0
0,1,10,1,0,2028,1,2,1,4,1,1,1,1,2,3,4,2,4,1,0,0.0
0,1,51,1,0,2729,1,2,1,4,1,2,2,2,2,3,3,2,3,2,180,233.0
1,1,61,1,0,1040,4,5,4,2,5,5,4,4,4,4,4,5,4,3,4,0.0
1,1,12,1,0,2446,4,5,4,2,4,5,5,5,5,4,2,4,5,4,11,0.0
0,1,16,1,0,1863,1,2,1,4,1,1,1,1,2,2,4,3,4,1,0,0.0
0,1,20,1,0,2107,1,2,1,4,4,1,4,4,2,3,4,1,3,4,0,0.0
0,1,8,1,0,2729,1,2,1,4,2,1,2,2,3,4,3,3,3,2,21,27.0
1,1,57,1,0,974,4,5,4,2,2,4,5,2,5,5,2,2,3,2,0,0.0
0,1,44,1,1,2601,1,2,1,4,3,1,4,3,1,5,3,1,3,3,0,0.0
0,1,44,1,0,2310,1,2,1,4,5,1,5,5,3,3,3,1,4,5,0,12.0
0,1,19,1,0,2169,1,2,1,4,5,1,5,5,1,4,4,1,4,5,0,0.0
1,1,53,1,0,978,4,5,4,2,4,2,4,3,3,4,3,1,3,1,0,0.0
0,1,64,1,0,2847,1,2,1,4,1,2,2,2,5,3,4,2,4,2,111,133.0
0,1,69,1,1,2082,1,2,1,4,2,1,2,2,2,3,3,3,4,2,9,11.0
1,1,31,1,0,1608,4,5,4,2,4,4,4,4,4,4,5,5,4,4,0,11.0
1,1,20,1,0,2486,4,5,4,2,2,4,5,5,5,4,5,4,5,5,0,0.0
1,1,24,1,0,1976,4,5,4,2,4,4,5,5,5,4,5,3,5,5,0,6.0
1,1,58,1,1,931,4,5,4,2,2,5,4,2,2,4,2,4,2,5,0,1.0
1,1,19,1,0,2465,4,5,4,2,3,4,4,3,5,4,5,4,4,3,0,0.0
0,1,53,1,0,2434,1,2,1,4,2,1,2,2,1,3,3,3,3,2,0,4.0
1,1,41,1,0,1729,4,5,4,2,2,4,2,2,1,3,2,2,3,2,4,8.0
1,1,34,1,0,1889,4,5,4,2,4,5,5,5,5,4,5,3,5,3,2,9.0
1,1,69,1,0,898,4,5,4,2,1,4,1,1,5,3,4,5,5,1,8,11.0
0,1,57,1,1,2279,1,2,1,4,1,1,1,1,1,1,3,2,4,1,11,15.0
0,1,34,1,0,2179,1,2,1,4,4,1,5,4,1,1,4,4,3,4,8,1.0
0,1,61,1,0,2474,1,2,1,4,3,1,3,3,4,2,3,3,4,3,18,8.0
0,1,60,1,0,2126,1,2,1,4,4,1,3,4,1,3,3,1,3,4,0,4.0
1,1,59,1,0,883,4,5,4,2,4,2,2,3,3,4,3,5,3,3,19,20.0
0,1,26,1,0,2482,1,2,1,4,1,4,4,4,5,3,3,4,1,4,158,152.0
1,1,63,1,0,895,4,5,4,2,3,4,3,3,1,2,1,5,5,3,0,0.0
0,1,68,1,0,2044,1,2,1,4,4,1,4,4,1,2,3,3,4,4,27,36.0
0,1,20,1,0,2402,1,2,1,4,2,1,1,2,2,1,4,3,3,2,1,0.0
0,1,48,1,1,2618,1,2,1,4,2,1,2,2,4,4,3,3,4,2,0,0.0
0,1,44,1,0,2441,1,2,1,4,2,1,2,2,4,4,4,1,3,2,0,10.0
1,1,56,1,0,843,4,5,4,2,1,4,1,1,3,5,4,4,4,1,0,0.0
1,1,59,1,0,843,4,5,4,2,4,4,4,5,5,4,1,3,5,3,0,0.0
1,1,67,1,0,815,4,5,4,3,2,4,2,2,5,2,4,5,4,2,0,0.0
0,1,66,1,0,2178,1,2,1,4,2,1,2,2,2,5,3,4,3,2,1,0.0
1,1,67,1,0,790,4,5,4,3,5,5,4,1,1,4,1,3,1,4,15,3.0
0,1,34,1,0,1905,1,2,1,4,2,1,4,2,1,3,4,1,4,2,6,31.0
0,1,52,1,0,2171,1,2,1,4,2,1,2,2,1,4,4,2,3,2,0,0.0
0,1,20,1,0,2360,1,2,1,4,4,1,4,4,4,4,3,4,4,4,23,35.0
0,1,70,1,0,2147,1,2,1,4,2,1,5,2,1,3,3,4,4,2,45,49.0
0,1,59,1,0,1785,1,2,1,4,3,1,3,3,4,1,3,3,3,3,0,0.0
1,1,48,1,0,760,4,5,4,3,4,4,5,1,1,4,1,5,1,5,0,0.0
0,1,7,1,1,1779,1,2,1,4,4,1,4,4,3,4,3,3,4,4,0,0.0
1,1,17,1,0,2025,4,5,4,3,4,4,5,2,2,4,2,5,2,3,0,4.0
1,1,13,1,1,2224,4,5,4,3,3,5,4,2,2,4,2,3,2,5,0,0.0
0,1,62,1,0,1734,1,2,1,4,4,1,4,4,1,4,3,3,3,4,46,41.0
0,1,65,1,0,2470,1,2,1,4,1,1,1,1,3,5,4,3,4,1,0,0.0
0,1,15,1,0,1891,1,2,1,4,4,1,4,4,4,4,3,1,3,4,58,49.0
1,1,28,1,0,1934,4,5,4,3,3,4,3,3,3,5,5,4,5,3,0,0.0
1,1,56,1,1,711,4,5,4,3,4,5,5,1,1,4,1,3,1,3,0,13.0
0,1,61,1,0,2148,1,2,1,4,5,1,5,5,4,2,4,2,4,5,0,0.0
1,1,62,1,0,706,4,5,4,3,2,4,4,5,5,4,5,4,5,3,0,0.0
0,1,8,1,0,2023,1,2,1,4,1,1,1,1,2,3,4,4,4,1,0,0.0
0,1,22,1,2,1981,1,2,1,4,5,1,5,5,2,3,4,1,3,5,44,42.0
1,1,55,1,2,667,4,5,4,3,2,4,5,2,2,4,2,4,2,3,0,0.0
1,1,39,1,0,1743,4,5,4,3,4,5,5,2,2,4,5,4,2,4,8,0.0
0,1,60,1,0,1629,1,2,1,4,4,1,4,4,2,1,4,3,4,4,119,119.0
0,1,66,1,0,2148,1,2,1,4,1,1,1,1,3,5,3,3,4,1,0,0.0
0,1,33,1,0,1771,1,2,1,4,3,1,3,3,1,5,3,1,3,3,0,0.0
1,1,69,1,0,639,4,5,4,3,5,4,5,5,3,3,5,4,4,5,84,114.0
0,1,39,1,0,1963,1,2,1,4,3,1,5,3,3,5,4,3,3,3,2,1.0
1,1,18,1,1,1946,4,5,4,3,2,5,3,3,3,4,3,3,3,1,46,56.0
1,1,9,1,1,1855,4,5,4,3,4,4,4,4,3,2,5,4,5,4,30,42.0
0,1,23,1,0,2540,1,2,1,4,5,1,5,5,1,2,4,2,3,5,0,0.0
1,1,58,1,0,616,4,5,4,3,3,4,5,3,3,4,3,4,3,3,7,0.0
0,1,12,1,0,2263,1,2,1,4,3,1,3,3,4,4,2,1,3,3,47,39.0
0,1,31,1,2,1469,1,2,1,4,4,1,4,4,3,1,3,1,4,4,0,0.0
0,1,14,1,0,1824,1,2,1,4,4,1,1,4,4,3,3,4,3,4,73,69.0
1,1,53,1,0,587,4,5,4,3,2,5,5,3,3,4,3,3,3,3,0,0.0
0,1,32,1,0,1645,1,2,1,4,4,1,4,4,2,5,3,2,3,4,87,88.0
1,1,64,1,0,583,4,5,4,3,1,5,5,3,3,4,5,2,3,2,0,0.0
0,1,7,1,0,1926,1,2,1,4,5,1,3,5,3,2,4,1,3,5,0,12.0
0,1,54,1,0,2086,1,2,1,4,2,1,2,2,1,5,4,4,4,2,0,0.0
0,1,34,1,0,1472,1,2,1,4,2,1,2,2,2,3,4,4,4,2,0,5.0
0,1,16,1,0,1889,1,2,1,4,5,1,5,5,1,1,3,2,3,5,0,0.0
0,1,26,1,0,1852,1,2,1,4,2,1,2,2,3,2,3,1,4,2,0,0.0
0,1,8,1,0,2328,1,2,1,4,3,1,3,3,2,3,3,3,4,3,27,19.0
1,1,58,1,2,549,4,5,4,3,2,5,5,2,2,4,2,5,2,4,0,1.0
1,1,66,1,2,520,4,5,4,3,3,4,4,3,3,4,3,4,3,3,113,117.0
0,1,66,1,0,2446,1,2,1,4,1,5,2,3,4,4,4,2,3,2,148,138.0
0,1,61,1,0,1927,1,2,1,4,2,1,2,2,2,1,3,3,3,2,0,9.0
0,1,66,1,0,2105,1,2,1,4,4,1,4,4,1,2,4,2,3,4,79,62.0
1,1,61,1,2,497,4,5,4,3,2,4,2,2,3,2,5,3,5,2,0,0.0
1,1,54,1,1,523,4,5,4,3,2,2,3,3,3,4,4,3,3,1,6,0.0
0,1,36,1,0,1487,1,2,1,4,1,1,1,1,2,1,4,2,4,1,1,0.0
0,1,37,1,0,2145,1,2,1,4,4,1,2,4,2,3,4,4,3,4,0,0.0
1,1,70,1,0,500,4,5,4,3,2,4,2,2,4,5,5,5,4,2,0,0.0
1,1,17,1,0,1903,4,5,4,3,5,4,5,5,4,4,4,3,5,5,3,6.0
1,1,31,1,0,1863,4,5,4,3,2,3,5,4,4,4,4,2,4,1,0,5.0
1,1,63,1,1,458,4,5,4,3,1,4,1,1,5,2,1,5,4,1,0,0.0
0,1,30,1,0,2054,1,2,1,4,1,4,4,3,3,4,4,4,3,4,145,138.0
0,1,64,1,0,2184,1,2,1,4,3,1,2,3,3,5,4,4,4,3,0,0.0
1,1,35,1,0,1958,4,5,4,3,2,3,5,4,4,4,4,3,4,3,0,0.0
1,1,68,1,0,439,4,5,4,3,2,2,5,3,3,4,3,3,3,2,0,4.0
0,1,27,1,0,1638,1,2,1,4,2,1,2,2,3,1,2,3,4,2,0,0.0
1,1,10,1,0,1872,4,5,4,3,5,4,5,5,5,3,2,5,3,5,0,0.0
0,1,60,1,0,1369,1,2,1,4,2,1,2,2,3,3,4,1,3,2,44,44.0
1,1,26,1,0,1730,4,5,4,3,1,4,1,1,1,5,2,2,2,1,7,8.0
0,1,8,1,0,1266,1,2,1,4,1,1,1,1,3,1,4,1,3,1,8,23.0
1,1,31,1,0,1506,4,5,4,3,5,1,2,2,2,4,4,5,2,1,0,15.0
1,1,59,1,0,464,4,5,4,3,1,4,1,1,3,2,5,3,4,1,0,0.0
0,1,54,1,0,2321,1,2,1,4,1,4,4,3,4,4,4,4,1,4,178,165.0
1,1,53,1,0,429,4,5,4,3,5,4,5,5,3,5,5,4,5,5,0,0.0
1,1,55,1,0,438,4,5,4,3,4,4,4,4,4,5,5,4,4,4,0,0.0
0,1,26,1,0,1617,1,2,1,4,4,1,4,4,2,3,4,4,4,4,1,0.0
1,1,11,1,1,1605,4,5,4,3,2,4,2,2,1,2,5,3,5,2,2,0.0
0,1,36,1,0,2098,1,2,1,4,3,1,3,3,1,2,4,4,3,3,0,0.0
0,1,53,1,0,1698,1,2,1,4,4,1,4,4,4,2,3,4,3,4,0,0.0
0,1,24,1,0,1964,1,2,1,4,1,3,3,1,1,4,4,3,1,3,214,201.0
1,1,8,1,0,1904,4,5,4,3,4,5,5,2,2,4,2,3,2,4,0,0.0
1,1,19,1,0,1311,4,5,4,3,4,4,4,4,4,3,4,3,5,4,0,0.0
0,1,41,1,0,1410,1,2,1,4,4,1,1,4,3,2,2,4,3,4,28,29.0
0,1,49,1,0,1737,1,2,1,4,3,1,3,3,2,5,4,2,3,3,0,0.0
1,1,9,1,0,1817,4,5,4,4,3,4,3,3,3,2,5,5,4,3,0,0.0
0,1,9,1,0,1317,1,2,1,4,2,1,2,2,3,4,4,4,4,2,0,19.0
0,1,33,1,0,1923,1,2,1,4,1,5,5,1,2,4,3,5,4,5,161,177.0
0,1,11,1,0,2203,1,2,1,4,5,1,5,5,1,5,3,1,3,5,0,0.0
0,1,62,1,1,1527,1,2,1,4,3,1,3,3,1,3,4,2,4,3,0,0.0
1,1,54,1,0,398,4,5,4,4,4,5,4,1,1,4,1,5,1,4,4,3.0
0,1,22,1,0,2078,1,2,1,4,2,1,3,2,3,2,3,1,4,2,0,0.0
0,1,24,1,0,1596,1,2,1,4,1,1,3,1,1,4,3,3,4,1,65,62.0
0,1,12,1,0,1678,1,2,1,4,1,1,3,1,1,2,3,1,3,1,17,3.0
1,1,70,1,0,371,4,5,4,4,5,4,5,5,4,5,5,3,5,5,0,0.0
1,1,12,1,0,1493,4,5,4,4,5,4,5,5,5,4,5,5,5,3,57,46.0
0,1,35,1,0,1774,1,2,1,4,4,1,4,4,2,5,4,2,3,4,19,17.0
0,1,23,1,0,2074,1,2,1,4,2,1,2,2,1,2,3,3,3,2,34,18.0
1,1,22,1,0,2099,4,5,4,4,1,4,1,1,5,5,4,3,5,1,11,11.0
0,1,46,1,1,1881,1,2,1,4,2,1,2,2,1,4,3,1,3,2,0,12.0
0,1,62,1,0,1295,1,2,1,4,2,1,2,2,1,1,4,3,4,2,9,5.0
0,1,58,1,0,1785,1,2,1,4,1,1,1,1,4,3,3,2,4,1,3,7.0
1,1,65,1,0,336,4,5,4,4,1,3,1,3,3,4,3,4,3,2,18,15.0
1,1,38,1,0,1459,4,5,4,4,2,4,2,2,4,5,5,4,5,2,24,28.0
0,1,27,1,0,1471,1,2,1,4,5,1,5,5,2,1,3,1,3,5,10,13.0
1,1,56,1,0,345,4,5,4,4,2,4,5,2,4,2,4,5,5,2,0,0.0
0,1,8,1,0,1482,1,2,1,4,5,1,5,5,1,5,3,4,3,5,0,0.0
1,1,64,1,0,312,4,5,4,4,4,4,4,4,4,4,4,4,5,4,0,0.0
0,1,23,1,0,1618,1,2,1,4,2,1,2,2,3,4,4,2,4,2,45,43.0
0,1,29,1,0,1862,1,2,1,4,5,1,5,5,3,3,4,4,3,5,16,0.0
1,1,29,1,0,1363,4,5,4,4,4,4,4,4,4,4,5,5,4,4,22,13.0
0,1,25,1,0,1063,1,2,1,4,2,1,2,2,1,2,4,3,4,2,9,10.0
1,1,42,1,0,296,4,5,4,4,2,4,2,2,3,4,4,2,4,2,0,0.0
0,1,58,1,0,2119,1,2,1,4,1,1,1,1,1,3,3,2,4,1,65,53.0
0,1,39,1,0,1354,1,2,1,4,4,1,4,4,2,4,4,1,3,4,0,0.0
1,1,68,1,0,298,4,5,4,4,5,4,5,5,4,3,4,4,4,5,0,35.0
0,1,60,1,0,1171,1,2,1,4,4,1,4,4,3,2,4,2,3,4,0,0.0
1,1,49,1,0,290,4,5,4,4,4,4,4,4,5,2,4,5,4,4,0,0.0
0,1,63,1,0,1828,1,2,1,4,5,1,5,5,3,4,3,1,4,5,1,0.0
1,1,20,1,1,1675,4,5,4,4,4,4,4,1,1,4,1,4,1,5,0,0.0
1,1,29,1,0,1549,4,5,4,4,4,5,4,5,5,4,5,4,5,4,0,0.0
1,1,25,1,0,1079,4,5,4,4,4,4,5,4,5,4,2,3,2,4,0,0.0
1,1,65,1,0,272,4,5,4,4,3,4,1,3,3,3,5,5,4,3,37,33.0
0,1,10,1,0,959,1,2,1,4,1,1,1,1,2,4,3,1,3,1,0,2.0
0,1,16,1,0,973,1,2,1,4,3,1,5,3,4,3,4,4,3,3,80,85.0
0,1,55,1,1,969,1,2,1,4,4,1,4,4,2,3,4,4,3,4,64,64.0
1,1,63,1,1,218,4,5,4,4,2,4,1,2,4,2,4,3,4,2,0,0.0
0,1,53,1,0,1331,1,2,1,4,3,1,3,3,4,3,3,3,3,3,0,2.0
1,1,55,1,0,238,4,5,4,4,2,4,2,2,1,3,2,2,4,2,0,0.0
1,1,41,1,2,243,4,5,4,4,4,4,4,4,3,3,4,3,5,4,0,0.0
